user_id,date,time,app_session_length_minutes,feature_used,unique_code,social_share_count
U00685,2026-01-10,11:37:14,18,scan_ticket,KIPO-1975,0
U03631,2025-12-04,13:42:09,24,share_social,LTSA-9855,0
U04615,2026-01-21,17:46:08,30,play_ar_game,XLUI-3049,0
U02053,2026-01-22,20:12:10,13,stream_music,WPZJ-1265,0
U04298,2025-11-10,07:41:57,16,stream_music,MOOS-2906,0
U03705,2026-01-16,09:15:44,21,share_social,GCPU-9000,1
U02651,2025-09-23,07:50:07,18,browse_merch,ATOW-0419,0
U02753,2026-01-27,14:01:41,26,share_social,QMJO-6742,0
U00629,2025-12-27,07:04:43,1,play_ar_game,OAVV-6170,0
U02925,2025-11-16,00:40:58,16,share_social,AHIM-8267,0
U02856,2025-12-19,14:28:58,15,share_social,IYVC-8275,3
U00729,2025-08-27,15:32:18,22,scan_ticket,UJQF-8475,0
U02088,2025-10-31,07:10:34,1,browse_merch,IWZS-5524,0
U01363,2025-10-22,16:48:56,23,scan_ticket,,4
U04276,2025-11-08,21:40:55,23,scan_ticket,DGEH-2280,0
U01810,2026-01-31,22:15:00,5,share_social,,0
U04145,2025-12-15,19:24:35,5,play_ar_game,,0
U03129,2025-09-09,05:05:12,16,browse_merch,,4
U04624,2025-11-26,23:48:29,2,stream_music,SJGY-0416,0
U00707,2025-09-30,07:55:30,1,scan_ticket,RMKW-7318,3
U04921,2025-09-25,12:50:21,29,browse_merch,UFOS-4635,0
U03697,2025-08-25,14:19:12,6,share_social,PYKS-5126,0
U01468,2025-11-08,18:11:54,26,play_ar_game,LITV-8546,3
U02395,2025-11-09,12:13:32,13,share_social,QHJF-7401,3
U02645,2026-02-14,14:06:53,28,share_social,,0
U01843,2025-10-15,01:32:30,6,play_ar_game,NNWB-8244,0
U00967,2025-12-14,14:48:29,26,scan_ticket,EPYZ-3854,2
U00578,2026-02-16,03:01:42,28,play_ar_game,MSNZ-7725,0
U04718,2025-09-21,07:55:35,21,browse_merch,,0
U02385,2025-11-17,05:00:29,9,stream_music,JWEC-8709,0
U01542,2025-09-21,20:52:18,8,play_ar_game,AYHE-8052,0
U01318,2025-12-03,01:28:06,30,scan_ticket,,0
U00292,2025-11-27,12:46:29,1,scan_ticket,NFDH-8440,4
U00473,2026-01-25,13:11:24,29,stream_music,MWLF-7255,5
U04416,2025-09-11,10:25:48,7,stream_music,,0
U04479,2025-09-01,16:15:09,16,play_ar_game,,3
U04575,2025-12-29,22:31:13,29,scan_ticket,,0
U03326,2025-11-17,07:48:49,12,scan_ticket,QQFG-3851,0
U03898,2025-11-28,11:50:55,11,scan_ticket,ZXWP-2685,4
U00124,2025-12-04,21:46:56,3,share_social,,0
U02690,2026-02-14,00:44:31,22,stream_music,HLOY-0574,0
U01979,2025-12-01,06:41:17,14,share_social,ZSSD-6325,0
U00915,2025-11-04,04:25:55,10,browse_merch,CRHZ-9282,0
U04384,2025-09-14,03:20:32,10,scan_ticket,OSTU-9260,0
U00509,2026-01-18,02:45:40,20,stream_music,QINP-1822,0
U04826,2025-10-29,14:08:46,2,share_social,VQDJ-5207,0
U03399,2025-11-25,17:05:40,30,browse_merch,,0
U03752,2026-01-14,10:20:04,28,share_social,HMBD-7414,0
U02622,2025-12-22,07:43:46,9,scan_ticket,AMCZ-5031,0
U02059,2025-11-16,05:26:40,8,play_ar_game,PIPL-3770,0
U03422,2025-09-15,19:18:56,15,share_social,QIRQ-7518,0
U01468,2025-12-13,03:32:46,6,scan_ticket,JCCG-2820,0
U01220,2025-11-30,22:21:00,22,play_ar_game,ATPV-3916,3
U01773,2025-10-24,13:34:08,4,stream_music,GEYS-3479,4
U00971,2025-12-31,13:21:57,19,browse_merch,UUOI-6915,4
U02824,2025-11-09,14:30:44,12,browse_merch,EQOT-8044,0
U03276,2025-12-26,18:26:48,28,browse_merch,FDBR-8863,0
U03145,2026-01-19,22:07:46,27,stream_music,QUHQ-2636,0
U00961,2025-10-03,14:13:17,27,share_social,GRHI-7505,3
U01036,2025-09-27,23:43:20,5,stream_music,SDBZ-9637,0
U01443,2025-11-06,01:08:39,23,play_ar_game,EMVA-4997,0
U00977,2025-12-30,07:56:17,16,play_ar_game,XLUI-3049,0
U01966,2025-12-20,23:44:39,30,stream_music,XTMT-6941,0
U01431,2026-01-28,18:53:04,1,scan_ticket,YQGY-5431,0
U02602,2026-02-01,22:58:56,18,scan_ticket,JONS-2362,0
U03763,2025-09-22,10:40:48,6,stream_music,SUSB-0507,0
U00722,2026-01-17,10:46:55,6,browse_merch,,0
U04237,2025-09-02,23:04:49,23,play_ar_game,JIXG-1327,0
U01520,2025-09-03,12:09:29,10,scan_ticket,MUVJ-7677,0
U00011,2025-10-17,10:21:00,25,stream_music,,0
U04619,2026-02-13,18:38:15,9,scan_ticket,,0
U00738,2026-02-16,20:13:00,25,play_ar_game,HIBA-4114,0
U04162,2026-01-25,21:00:24,3,share_social,QEDN-9011,0
U03661,2025-10-08,03:15:23,26,stream_music,MXYP-8883,0
U03690,2026-01-03,02:37:50,8,play_ar_game,UQPT-6259,2
U02760,2025-09-14,10:46:56,26,stream_music,TMWV-3029,0
U03226,2025-09-05,09:33:16,17,play_ar_game,ELBJ-2470,0
U02612,2026-02-15,12:24:19,5,play_ar_game,EPHX-0916,0
U03803,2025-10-24,05:26:05,29,share_social,AADX-0774,4
U02214,2025-12-09,15:39:08,19,stream_music,,0
U04443,2025-12-29,12:59:08,4,stream_music,ZYYB-1419,0
U01950,2025-09-13,11:53:51,29,play_ar_game,SJVM-4180,0
U00439,2025-09-29,16:11:41,10,stream_music,COCT-3359,0
U00856,2025-11-17,08:23:25,30,share_social,,0
U01139,2025-10-26,04:03:45,13,play_ar_game,KQIB-9648,0
U00485,2025-11-25,12:11:43,5,share_social,,0
U02369,2025-11-08,15:27:36,9,share_social,OJQM-5065,0
U02021,2025-11-06,02:58:29,1,scan_ticket,CYGM-8658,0
U00268,2025-11-18,09:27:40,25,share_social,HTLE-0855,5
U03172,2025-09-09,14:51:07,5,stream_music,,0
U04263,2026-01-11,01:01:26,20,play_ar_game,QWOR-9627,4
U01758,2025-11-04,14:49:54,15,share_social,UODQ-2630,0
U01510,2025-11-21,10:07:33,19,browse_merch,EKEJ-6900,1
U00878,2026-01-29,10:07:29,16,play_ar_game,SLBO-9589,5
U04875,2025-10-06,08:15:40,20,share_social,NSYU-3770,0
U00153,2025-09-07,13:31:50,26,browse_merch,XWYH-6766,0
U03270,2026-01-24,04:25:21,18,share_social,UIFC-3913,2
U00011,2026-01-29,04:58:50,24,browse_merch,JRHC-1637,1
U03404,2025-10-17,21:23:37,6,browse_merch,QUUO-6847,0
U02988,2026-01-24,03:16:51,26,browse_merch,ABML-8747,0
U00691,2025-10-03,22:44:30,8,stream_music,VWWH-4202,0
U03282,2025-09-21,15:04:55,18,play_ar_game,MEYV-1502,0
U03387,2025-11-09,18:15:03,22,stream_music,EKOQ-9353,3
U00175,2026-02-17,13:28:34,24,play_ar_game,VNTQ-6586,2
U02865,2025-11-09,19:05:02,11,stream_music,,3
U01665,2026-01-06,15:18:41,6,share_social,MYSR-5139,0
U04453,2025-09-09,21:31:48,25,scan_ticket,,0
U00217,2026-02-14,04:24:53,1,share_social,HTLK-0870,5
U04109,2026-01-13,00:05:01,30,share_social,RBUM-2172,0
U02350,2025-11-24,19:49:24,9,stream_music,WHPT-5005,0
U04358,2025-11-04,19:09:07,15,stream_music,TOQM-2741,0
U01161,2025-12-07,17:22:09,20,share_social,QXME-0129,2
U04591,2025-10-09,17:17:27,30,share_social,NWIU-5592,0
U01209,2026-01-24,18:42:01,1,stream_music,QLJT-3236,0
U02777,2026-01-28,12:02:06,23,browse_merch,WQZW-2796,0
U03891,2025-10-02,19:08:09,16,play_ar_game,ARHT-0519,0
U01407,2025-11-21,08:44:39,5,browse_merch,JNHH-0115,0
U00750,2025-10-20,23:11:23,2,stream_music,ZVKW-7432,4
U03410,2025-08-31,14:48:27,29,browse_merch,,0
U02364,2025-12-02,16:26:05,20,play_ar_game,KHFD-1112,0
U01607,2025-10-26,02:48:58,12,scan_ticket,CRAL-1652,0
U02467,2026-02-17,19:14:52,10,scan_ticket,CRYY-2891,0
U02395,2025-12-11,14:00:20,27,play_ar_game,CNEL-2717,2
U02235,2026-01-01,09:52:35,27,scan_ticket,JXZX-9558,0
U04226,2025-09-17,17:45:48,29,stream_music,PUJM-7435,5
U00181,2025-11-10,23:37:36,23,share_social,VZFR-7169,0
U01186,2025-08-28,11:25:53,9,share_social,FABX-2396,0
U04245,2025-11-30,04:50:35,8,browse_merch,IWRW-0548,0
U00154,2026-02-18,16:30:20,16,share_social,VIWD-8404,0
U03412,2025-09-05,23:36:04,7,share_social,SAXB-2591,0
U04455,2025-12-05,23:27:52,3,play_ar_game,UCYY-0576,0
U01686,2025-10-25,23:15:32,1,browse_merch,LNXX-1567,0
U03285,2026-01-26,08:23:13,25,scan_ticket,BJXT-8726,0
U02485,2025-10-28,19:37:00,1,stream_music,ARQH-0385,5
U01482,2025-12-25,01:09:11,14,scan_ticket,UYZX-0870,4
U01059,2025-12-24,06:30:46,28,play_ar_game,RKVV-4165,0
U01926,2025-10-21,17:38:59,14,browse_merch,GFCB-0790,0
U00935,2025-09-01,17:30:56,25,play_ar_game,MXEZ-1350,0
U02200,2025-11-27,07:23:21,27,play_ar_game,GRVT-4281,4
U00059,2025-10-10,06:52:10,14,stream_music,SQBF-6854,0
U04835,2025-09-24,06:21:46,14,play_ar_game,FDNN-9846,0
U04759,2025-09-11,06:29:37,7,browse_merch,FONV-7723,0
U01454,2025-10-07,22:21:21,26,browse_merch,LUTP-3274,4
U04350,2025-09-23,18:30:36,4,play_ar_game,LQAC-4355,1
U00923,2025-12-04,10:05:54,11,scan_ticket,FNFX-8174,0
U00661,2026-01-20,02:21:00,15,play_ar_game,WFIY-0935,2
U00849,2025-09-27,11:57:08,11,play_ar_game,ZHQO-3538,5
U02734,2026-02-12,13:16:16,30,share_social,YIUF-6921,1
U03154,2025-09-06,11:01:25,21,share_social,,0
U01764,2025-12-01,14:24:17,16,play_ar_game,,0
U04663,2025-11-11,05:26:42,3,scan_ticket,LIWV-8590,5
U00929,2025-12-09,19:53:57,4,scan_ticket,ODFW-6158,0
U04640,2025-12-23,04:50:28,20,play_ar_game,PISZ-6712,0
U04552,2025-10-04,01:15:42,2,play_ar_game,CWXR-3477,4
U04291,2026-01-25,17:29:48,10,share_social,FKBB-6328,0
U02779,2025-10-27,20:44:54,17,play_ar_game,VJUD-6296,0
U01380,2026-02-02,14:03:11,10,browse_merch,KMBG-1158,0
U00772,2025-10-07,06:27:02,4,stream_music,EXWG-5820,0
U00715,2026-02-15,11:58:05,5,scan_ticket,,0
U04660,2026-01-09,11:36:14,10,browse_merch,LPGJ-0935,3
U02276,2025-11-10,22:59:59,17,play_ar_game,,0
U04291,2025-12-26,00:12:05,29,browse_merch,VTFB-7645,0
U00832,2025-10-25,22:14:43,23,browse_merch,,0
U04406,2025-12-21,23:27:07,14,scan_ticket,ODAF-1382,2
U04995,2026-01-15,07:30:36,6,share_social,LDTF-5088,0
U01330,2025-12-03,04:53:35,6,scan_ticket,TWZN-6061,4
U00455,2026-01-02,15:18:18,5,stream_music,QOGV-2465,0
U03644,2025-10-01,14:16:01,26,browse_merch,FERH-4041,2
U00249,2025-11-24,16:11:59,7,browse_merch,AGMJ-4591,0
U04931,2025-12-23,21:25:27,7,browse_merch,,0
U03920,2025-09-13,13:05:44,16,scan_ticket,,1
U03035,2026-02-14,15:58:39,7,scan_ticket,HGCS-2091,0
U03217,2025-09-14,04:14:56,28,stream_music,VUNO-3753,0
U02170,2025-12-31,06:32:46,6,share_social,,0
U04224,2025-12-02,23:52:28,29,browse_merch,THYT-7078,0
U01486,2025-11-12,05:13:47,6,share_social,,0
U02430,2025-10-07,19:12:58,26,browse_merch,VVNW-8724,0
U04328,2026-02-18,09:16:27,3,scan_ticket,,0
U01380,2025-09-17,13:33:41,15,share_social,LYJX-5935,0
U03312,2025-10-15,00:24:23,24,play_ar_game,XUPK-1695,0
U01542,2025-11-27,12:40:28,1,browse_merch,CRUZ-1159,5
U00395,2025-12-22,13:06:33,13,scan_ticket,GYEN-4101,0
U04389,2025-12-07,05:31:51,23,browse_merch,KLUQ-6791,0
U00353,2025-12-21,14:37:27,13,share_social,GCJF-4476,0
U01575,2025-12-02,07:31:23,29,browse_merch,ALRN-4879,1
U03199,2025-09-11,14:38:19,23,play_ar_game,DQZU-3817,2
U04440,2026-02-06,10:49:54,16,browse_merch,GFCI-9987,0
U03660,2025-10-17,11:58:22,21,share_social,,0
U03550,2025-08-23,16:17:28,13,browse_merch,IWLO-8522,0
U04954,2025-12-25,01:07:56,25,play_ar_game,EKZG-2123,0
U03766,2026-01-19,18:01:52,30,stream_music,MPFB-3614,0
U04933,2026-01-08,00:37:30,22,play_ar_game,JNEB-7255,0
U03211,2025-12-19,03:01:42,20,browse_merch,XOLX-0334,3
U04027,2025-10-04,00:59:34,12,stream_music,EXPZ-7217,4
U01326,2025-12-08,23:29:00,15,browse_merch,VYKR-4173,0
U02439,2025-11-21,21:19:57,6,browse_merch,PUJV-6274,0
U03677,2026-02-08,23:36:14,15,share_social,,0
U01205,2025-12-02,10:52:42,10,stream_music,EEFE-5617,0
U04212,2025-12-17,04:55:14,1,play_ar_game,TCVO-6495,0
U03240,2025-12-31,20:30:44,9,play_ar_game,LNXE-1835,0
U01076,2025-10-05,22:43:45,2,scan_ticket,DVNP-2402,0
U01698,2025-10-17,00:15:57,8,browse_merch,,0
U03962,2025-11-15,05:44:25,12,share_social,NYZL-2186,0
U04561,2026-02-18,13:01:55,6,stream_music,HAEL-0965,1
U01341,2025-12-03,03:43:21,23,scan_ticket,MPVN-9494,2
U02480,2026-01-27,18:11:26,26,share_social,GFZK-0857,0
U02103,2026-01-23,00:02:21,4,browse_merch,COZW-1956,1
U03083,2025-10-10,00:45:44,16,play_ar_game,URUY-1565,0
U01144,2025-10-26,03:36:58,5,play_ar_game,UGSG-1931,0
U04141,2025-12-09,21:27:20,1,share_social,OQLM-0805,0
U01095,2025-08-26,23:00:42,8,stream_music,,0
U03303,2025-11-02,09:53:21,30,browse_merch,LVVN-3291,0
U04515,2025-09-04,20:51:50,2,scan_ticket,,4
U00541,2025-08-28,16:12:17,4,play_ar_game,,0
U04952,2025-10-28,10:22:14,27,share_social,JNQR-9469,0
U00992,2026-02-01,03:24:55,10,share_social,VVTD-9981,0
U02649,2026-02-12,03:54:57,3,share_social,,0
U02345,2025-08-23,16:18:20,12,share_social,,0
U01838,2025-11-15,18:29:18,8,share_social,SXTN-6289,0
U03772,2025-10-28,03:27:38,8,share_social,YRUP-2016,0
U00407,2025-10-05,03:48:11,2,browse_merch,ASDM-0542,0
U00182,2025-09-11,14:02:12,8,scan_ticket,,0
U03374,2025-11-30,14:22:22,12,stream_music,NBPH-5880,4
U02271,2025-12-31,01:42:41,14,browse_merch,TFIH-2642,0
U02490,2025-08-31,12:43:54,25,scan_ticket,IBBP-2117,0
U00337,2025-09-27,15:58:41,10,browse_merch,TYVT-8590,0
U04453,2025-10-15,17:26:22,5,scan_ticket,,0
U01910,2025-09-19,08:07:08,8,stream_music,DQMW-7244,0
U02226,2025-09-13,18:02:28,13,stream_music,,5
U01408,2025-10-14,02:19:36,16,stream_music,DBZH-6492,2
U00958,2025-11-10,04:57:45,23,browse_merch,LBWF-3481,4
U02569,2025-10-17,06:41:34,21,play_ar_game,AQZL-7785,0
U03779,2026-01-30,05:28:34,9,play_ar_game,XBBW-6985,1
U03827,2026-01-31,16:13:45,3,share_social,,0
U02603,2025-10-21,13:01:32,28,share_social,EVHL-6885,0
U03723,2025-12-25,10:27:17,5,stream_music,OPUC-2626,2
U00201,2026-01-02,14:10:19,22,stream_music,OKOS-8049,0
U02821,2025-10-02,08:37:31,16,play_ar_game,XMHN-4296,0
U02281,2025-11-30,05:38:13,22,share_social,IMSQ-0156,0
U00288,2025-10-15,23:05:08,6,share_social,YCFW-3407,0
U03601,2026-02-11,22:16:53,19,stream_music,YNYR-2410,0
U04579,2025-11-28,10:02:57,15,play_ar_game,,0
U04337,2025-10-19,20:02:20,29,stream_music,,0
U01268,2026-01-15,03:26:35,20,play_ar_game,RILD-2281,0
U02425,2025-08-27,05:29:57,3,browse_merch,,0
U00501,2026-02-17,01:50:30,25,play_ar_game,HZEL-3535,0
U01307,2025-09-26,02:43:13,13,scan_ticket,EDRU-8326,0
U00054,2025-12-04,22:07:46,16,share_social,PKXK-9339,0
U00365,2025-09-09,05:39:17,14,play_ar_game,IBAI-3422,0
U02720,2025-08-27,03:22:12,24,share_social,SKVT-5055,0
U03093,2025-12-08,22:24:52,12,stream_music,BJZA-6482,4
U01321,2025-11-30,22:43:29,12,share_social,UMTP-1386,4
U04475,2025-12-20,14:38:10,4,stream_music,OCGR-2748,0
U01556,2025-12-03,20:33:45,30,stream_music,,5
U02614,2025-11-19,14:04:51,21,share_social,,0
U00734,2025-11-28,02:59:35,11,scan_ticket,NXAN-3665,2
U04629,2025-09-01,20:31:21,12,stream_music,,2
U03431,2026-01-30,13:49:13,5,play_ar_game,TSMZ-2708,0
U03013,2025-11-19,18:53:24,9,play_ar_game,POWX-6102,0
U03014,2025-10-26,11:24:20,16,stream_music,AJAF-3366,0
U04677,2025-11-02,11:55:08,15,browse_merch,,0
U00029,2025-10-24,21:30:37,7,scan_ticket,QQOF-6846,0
U02016,2025-11-11,19:56:24,23,scan_ticket,ECZF-9755,0
U02919,2026-01-25,05:14:29,24,share_social,,3
U02973,2025-09-22,14:54:26,26,play_ar_game,IKDM-7269,0
U00297,2025-12-03,07:02:43,13,browse_merch,WOPZ-1956,0
U03986,2025-09-21,15:38:40,23,scan_ticket,WIJU-9929,2
U01975,2025-11-17,13:24:40,20,browse_merch,LIDH-4331,0
U04370,2026-01-15,15:06:26,22,play_ar_game,AOVA-2024,0
U04784,2025-12-29,20:37:46,4,scan_ticket,GZHI-4890,0
U04331,2025-10-07,17:03:38,8,play_ar_game,,2
U00097,2025-11-23,05:10:17,2,browse_merch,,0
U00859,2025-11-22,18:46:30,8,stream_music,FEFU-9039,0
U04217,2026-02-16,04:33:27,1,share_social,EXSK-5159,0
U00916,2025-11-14,07:24:43,14,stream_music,SYTK-8272,0
U03083,2026-01-11,12:29:45,26,scan_ticket,JVZP-6056,0
U04567,2025-10-27,22:49:02,27,browse_merch,HCUY-3644,0
U04918,2025-10-02,22:22:55,11,play_ar_game,BNSY-8567,0
U03451,2025-11-20,21:54:06,26,play_ar_game,YXKD-6126,0
U02391,2025-10-30,10:44:47,19,play_ar_game,PFRB-1575,0
